pid	cui	drugterm	source
8524	C0054409    	cadexomer iodine	RXNorm
8525	C4318201    	cadmium bromide	RXNorm
8526	C3848569    	cadmium cation	RXNorm
8527	C4238328    	caesalpinia sappan bark extract	RXNorm
8528	C4282562    	caesalpinia sappan wood extract	RXNorm
8529	C3256600    	caesalpinia spinosa resin	RXNorm
8530	C3643370    	cajanius cajan leaf extract	RXNorm
8531	C0304125    	calamus oil	RXNorm
8532	C3465211    	calcium aluminosilicate	RXNorm
8533	C3505263    	calcium aluminum borosilicate	RXNorm
8534	C1576847    	calcium amino acid chelate	RXNorm
8535	C0949222    	calcium aspartate	RXNorm
8536	C1165560    	calcium carbonate precipitated	RXNorm
8537	C0292857    	calcium chlorate dihydrate	RXNorm
8538	C0724544    	calcium chloride dihydration	RXNorm
8539	C0108108    	calcium galactogluconate bromide	RXNorm
8540	C0061347    	calcium glubionate	RXNorm
8541	C0006698    	calcium glucarate	RXNorm
8542	C0108111    	calcium gluceptate	RXNorm
8543	C3484495    	calcium hexafluorosilicate	RXNorm
8544	C0771601    	calcium hypophosphite	RXNorm
8545	C0770199    	calcium iodide	RXNorm
8546	C0991801    	calcium iodized	RXNorm
8547	C0770956    	calcium lactobionate	RXNorm
8548	C0108124    	calcium levulinate	RXNorm
8549	C1533316    	calcium malate	RXNorm
8550	C0108134    	calcium phosphate dibasic	RXNorm
8551	C0108139    	calcium polystyrene sulfonate product	RXNorm
8552	C0771997    	calcium saccharate	RXNorm
8553	C0350881    	calcium sulfaloxate	RXNorm
8554	C0303381    	calcium sulfide	RXNorm
8555	C0896320    	calcium threonate	RXNorm
8556	C4074340    	calendula arvensis leaf extract	RXNorm
8557	C4520947    	calendula arvensis whole extract	RXNorm
8558	C0939875    	calendula officinalis extract	RXNorm
8559	C3475263    	calendula officinalis seed oil	RXNorm
8560	C3651794    	calendula officinalis whole extract	RXNorm
8561	C2743583    	calenduloside e	RXNorm
8562	C2940176    	california black oak pollen extract	RXNorm
8563	C2701661    	california juniper pollen extract	RXNorm
8564	C2730270    	california mugwort pollen extract	RXNorm
8565	C2701804    	california scrub oak pollen extract	RXNorm
8566	C3486656    	california sheephead preparation	RXNorm
8567	C4283303    	callicarpa japonica fruit extract	RXNorm
8568	C3256665    	calophyllum tacamahaca seed oil	RXNorm
8569	C3700896    	calophyllum tacamahaca whole extract	RXNorm
8570	C3486663    	caltha palustris extract	RXNorm
8571	C3484575    	calvatia gigantea extract	RXNorm
8572	C3474157    	camelina sativa seed oil	RXNorm
8573	C4084582    	camelina sativa whole extract	RXNorm
8574	C3256666    	camellia japonica flower extract	RXNorm
8575	C4081486    	camellia japonica flower oil	RXNorm
8576	C3256667    	camellia japonica leaf extract	RXNorm
8577	C3256668    	camellia japonica seed extract	RXNorm
8578	C3474977    	camellia kissii seed oil	RXNorm
8579	C3256221    	camellia oleifera leaf extract	RXNorm
8580	C3256670    	camellia oleifera seed extract	RXNorm
8581	C4020393    	camellia oleifera whole extract	RXNorm
8582	C4550334    	camellia reticulata whole extract	RXNorm
8583	C3486664    	camellia sinensis flower extract	RXNorm
8584	C3256671    	camellia sinensis root extract	RXNorm
8585	C4084122    	camellia sinensis seed extract	RXNorm
8586	C3529104    	camellia sinensis seed oil	RXNorm
8587	C3504803    	camellia sinensis whole extract	RXNorm
8588	C3256753    	camphor leaf oil	RXNorm
8589	C4080647    	camphor oil white	RXNorm
8590	C0772334    	canada balsam extract	RXNorm
8591	C2918524    	canada goldenrod pollen extract	RXNorm
8592	C2940183    	canadian bluegrass pollen extract	RXNorm
8593	C3465010    	cananga odorata flower extract	RXNorm
8594	C3834088    	cananga odorata flower wax	RXNorm
8595	C4256811    	cananga odorata leaf oil	RXNorm
8596	C0439966    	cananga oil	RXNorm
8597	C3709594    	canarium luzonicum whole extract	RXNorm
8598	C1445179    	canary feather extract	RXNorm
8599	C2701745    	canary grass pollen extract	RXNorm
8600	C3256282    	candelilla wax powder	RXNorm
8601	C1012087    	candida torresii	RXNorm
8602	C2726141    	candida tropicalis allergenic extract	RXNorm
8603	C2701442    	canis lupus familiaris extract	RXNorm
8604	C2702346    	canis lupus familiaris hair extract	RXNorm
8605	C3651740    	cannabis sativa seed extract	RXNorm
8606	C3256754    	canna indica root extract	RXNorm
8607	C0282085    	canrenoic acid	RXNorm
8608	C2702356    	cantaloupe allergenic extract	RXNorm
8609	C0885180    	cantharis vesicatoria preparation	RXNorm
8610	C2701182    	canyon ragweed pollen extract	RXNorm
8611	C4056438    	caolotropis gigantea root extract	RXNorm
8612	C3256755    	caper berry extract	RXNorm
8613	C3834078    	capramidopropyl betaine	RXNorm
8614	C3663394    	capric diethanolamide	RXNorm
8615	C0529572    	capromab pendetide	RXNorm
8616	C3819169    	caproyl lactate	RXNorm
8617	C3256757    	capryl methicone	RXNorm
8618	C1612894    	capryloyl glycine	RXNorm
8619	C3818779    	capryloyl salicylic acid	RXNorm
8620	C4027065    	caprylyl caprylate	RXNorm
8621	C3256759    	caprylyl glucoside	RXNorm
8622	C3651756    	caprylyl trimethicone	RXNorm
8623	C3474581    	caprylyl trisiloxane	RXNorm
8624	C3500586    	capsicum annuum whole extract	RXNorm
8625	C4542039    	capsicum frutescens whole extract	RXNorm
8626	C3256826    	capsosiphon fulvescens extract	RXNorm
8627	C3256827    	carapa guianensis seed oil	RXNorm
8628	C4083759    	carapichea ipecacuanha whole extract	RXNorm
8629	C0304097    	caraway oil	RXNorm
8630	C2740746    	caraway seed allergenic extract	RXNorm
8631	C3486071    	carbo animalis preparation	RXNorm
8632	C1654081    	carbomer 1342	RXNorm
8633	C3256296    	carbomer copolymer type a	RXNorm
8634	C2827104    	carbomer homopolymer type c	RXNorm
8635	C1871062    	carbopol 981	RXNorm
8636	C3700985    	carboxyethyl siliconate	RXNorm
8637	C4318297    	carboxymethyl fragment	RXNorm
8638	C1166245    	carduus marianus preparation	RXNorm
8639	C2701166    	careless weed pollen extract	RXNorm
8640	C3256829    	carex humilis root extract	RXNorm
8641	C1110620    	carica papaya preparation	RXNorm
8642	C3530628    	carica papaya whole extract	RXNorm
8643	C4271491    	carlina vulgaris whole extract	RXNorm
8644	C2746955    	carob allergenic extract	RXNorm
8645	C4324839    	carpesium abrotanoides fruit extract	RXNorm
8646	C3488987    	carpinus betulus flower extract	RXNorm
8647	C2724201    	carrot allergenic extract	RXNorm
8648	C3818741    	carthamus tinctorius flower oil	RXNorm
8649	C3500456    	carthamus tinctorius seedcake extract	RXNorm
8650	C4050198    	carthamus tinctorius whole extract	RXNorm
8651	C3152269    	carya laciniosa pollen extract	RXNorm
8652	C4083497    	carya ovata bark extract	RXNorm
8653	C3818737    	caryocar brasiliense fruit oil	RXNorm
8654	C2720503    	casein allergenic extract	RXNorm
8655	C3500690    	casein emmental cultured	RXNorm
8656	C3500691    	casein lactococcus lactis cultured	RXNorm
8657	C2730186    	cashew nut allergenic extract	RXNorm
8658	C3256897    	cassia fistula fruit extract	RXNorm
8659	C4080687    	castanea crenata shell extract	RXNorm
8660	C3486631    	castanea sativa flower extract	RXNorm
8661	C4082849    	castanea sativa whole extract	RXNorm
8662	C3489345    	castanea sative leaf extract	RXNorm
8663	C3488281    	castorbean seed extract	RXNorm
8664	C3555512    	castor fiber scent gland secretion	RXNorm
8665	C3818801    	castoryl maleate	RXNorm
8666	C3538505    	catalina preparation	RXNorm
8667	C1445182    	cat dander extract	RXNorm
8668	C2727177    	cat flea allergenic extract	RXNorm
8669	C0789408    	cat hair extract	RXNorm
8670	C0939876    	cat's claw preparation	RXNorm
8671	C2684757    	cat skin extract	RXNorm
8672	C4018812    	caulerpa lentillifera extract	RXNorm
8673	C2740760    	cauliflower allergenic extract	RXNorm
8674	C2347823    	caulophyllum robustum root extract	RXNorm
8675	C3834062    	cauloside d	RXNorm
8676	C1451381    	causticum preparation	RXNorm
8677	C3162427    	caviar preparation	RXNorm
8678	C4529256    	cayaponia tayuya root extract	RXNorm
8679	C2927565    	cayenne pepper allergenic extract	RXNorm
8680	C3488684    	ceanothus americanus leaf extract	RXNorm
8681	C3505481    	ceanothus americanus whole extract	RXNorm
8682	C2939841    	cedar elm pollen extract	RXNorm
8683	C3256899    	cedrelopsis grevei bark extract	RXNorm
8684	C3256350    	cedrus atlantica bark extract	RXNorm
8685	C3256351    	cedrus atlantica bark oil	RXNorm
8686	C4325333    	cedrus atlantica wood oil	RXNorm
8687	C3700879    	cedrus deodara wood extract	RXNorm
8688	C3465254    	cedrus deodara wood oil	RXNorm
8689	C2724202    	celery allergenic extract	RXNorm
8690	C0055049    	cellulose acetate phthalate	RXNorm
8691	C3693110    	celosia argentea seed extract	RXNorm
8692	C3855139    	celosia cristata flower extract	RXNorm
8693	C3488925    	centaurea benedicta extract	RXNorm
8694	C3256353    	centaurea cyanus flower extract	RXNorm
8695	C3488050    	centaurium erythraea flower extract	RXNorm
8696	C3472714    	centaurium erythraea preparation	RXNorm
8697	C3256389    	centella asiatica leaf extract	RXNorm
8698	C3833233    	centipeda minima whole extract	RXNorm
8699	C0994437    	cephaelis ipecacuanha preparation	RXNorm
8700	C4317199    	cephalosporium roseum extract	RXNorm
8701	C2365098    	ceramide 2	RXNorm
8702	C1608842    	ceramide 6 ii	RXNorm
8703	C3818691    	ceramide eop	RXNorm
8704	C3892872    	ceramide eos	RXNorm
8705	C4033473    	ceramide ns dilaurate	RXNorm
8706	C3531207    	ceratonia siliqua whole extract	RXNorm
8707	C1618782    	cerebral phospholipids	RXNorm
8708	C0055114    	ceric oxide	RXNorm
8709	C3848544    	cerous cation	RXNorm
8710	C0054425    	ceruletide diethylamine	RXNorm
8711	C3488429    	cervus elaphus horn oil	RXNorm
8712	C4324800    	cervus elaphus horn preparation	RXNorm
8713	C3488989    	cervus elaphus velvet preparation	RXNorm
8714	C3848593    	cervus elaphus whole preparation	RXNorm
8715	C3692931    	cervus nippon velvet preparation	RXNorm
8716	C3848553    	cesium cation	RXNorm
8717	C3555510    	cestrum latifolium leaf extract	RXNorm
8718	C0109105    	cetalkonium chloride	RXNorm
8719	C0282097    	ceteareth 20	RXNorm
8720	C3666984    	ceteareth 8	RXNorm
8721	C3282035    	cetearyl behenate	RXNorm
8722	C1816312    	cetearyl ethylhexanoate	RXNorm
8723	C1451179    	cetearyl isononanoate	RXNorm
8724	C3832869    	cetearyl nonanoate	RXNorm
8725	C3488910    	cetearyl olivate	RXNorm
8726	C4033468    	cetearyl palmitate	RXNorm
8727	C4058783    	cetearyl phosphate	RXNorm
8728	C4224768    	cetearyl stearate	RXNorm
8729	C0055149    	cetostearyl alcohol	RXNorm
8730	C3535859    	cetostearyl sulfate	RXNorm
8731	C1509280    	cetyl acetate	RXNorm
8732	C3709488    	cetyl behenate	RXNorm
8733	C3255649    	cetyl betaine	RXNorm
8734	C1273021    	cetyl dimethicone	RXNorm
8735	C3693002    	cetyl dimethicone 150	RXNorm
8736	C3555539    	cetyl dimethicone 25	RXNorm
8737	C3818791    	cetyl dimethicone 45	RXNorm
8738	C3253516    	cetyldimethylethylammonium bromide	RXNorm
8739	C0982073    	cetyl esters wax	RXNorm
8740	C3255650    	cetyl ethylhexanoate	RXNorm
8741	C3255651    	cetyl glucoside	RXNorm
8742	C3859423    	cetyl glycol	RXNorm
8743	C3255660    	cetylhydroxyproline palmitamide	RXNorm
8744	C0055153    	cetyl lactate	RXNorm
8745	C4535493    	cetyl octacosanoate	RXNorm
8746	C3255654    	cetyl octanoate	RXNorm
8747	C3255655    	cetyl oleate	RXNorm
8748	C0282842    	cetyl palmitate	RXNorm
8749	C3255656    	cetyl palmitoleate	RXNorm
8750	C3255659    	cetyl phosphate	RXNorm
8751	C1576843    	cetyl ricinoleate	RXNorm
8752	C3256394    	cetyl stearate	RXNorm
8753	C0601355    	cetyl sulfate	RXNorm
8754	C3255661    	chaenomeles speciosa fruit	RXNorm
8755	C1445426    	chaetomium globosum extract	RXNorm
8756	C3464708    	chamaecyparis obtusa leaf extract	RXNorm
8757	C3651739    	chamaecyparis obtusa whole extract	RXNorm
8758	C3255743    	chamaecyparis obtusa wood oil	RXNorm
8759	C3486602    	chamaelirium luteum root extract	RXNorm
8760	C3255744    	chamaemelum nobile extract	RXNorm
8761	C3255745    	chamaemelum nobile flower extract	RXNorm
8762	C0109265    	chamomile flower oil	RXNorm
8763	C0872889    	chaste berry extract	RXNorm
8764	C0771966    	chaste tree preparation	RXNorm
8765	C4046711    	chaya leaf extract	RXNorm
8766	C2701423    	cheat grass pollen extract	RXNorm
8767	C0939872    	chelidonium majus extract	RXNorm
8768	C3535693    	chelidonium majus root extract	RXNorm
8769	C3486615    	chelone glabra extract	RXNorm
8770	C3464709    	chenopodium album flower extract	RXNorm
8771	C3643359    	chenopodium album whole extract	RXNorm
8772	C3486616    	chenopodium ambrosioides extract	RXNorm
8773	C3255747    	chenopodium quinoa seed extract	RXNorm
8774	C3542446    	chenopodium vulvaria extract	RXNorm
8775	C4283091    	cherimoya extract	RXNorm
8776	C2722031    	cherry allergenic extract	RXNorm
8777	C2701347    	cherry birch pollen extract	RXNorm
8778	C3505482    	cherry plum extract	RXNorm
8779	C2741342    	chesnut oak pollen extract	RXNorm
8780	C2722032    	chicken allergenic extract	RXNorm
8781	C4085315    	chicken breast preparation	RXNorm
8782	C1445185    	chicken feather extract	RXNorm
8783	C2699174    	chicken liver preparation	RXNorm
8784	C2728176    	chickpea allergenic extract	RXNorm
8785	C3474159    	chilean hazelnut oil	RXNorm
8786	C3484461    	chimaphila maculata extract	RXNorm
8787	C3486617    	chimaphila umbellata extract	RXNorm
8788	C4080267    	chimonanthus praecox whole extract	RXNorm
8789	C3538155    	chinese chestnut extract	RXNorm
8790	C3255748    	chinese cinnamon extract	RXNorm
8791	C3255749    	chinese cinnamon leaf oil	RXNorm
8792	C3265918    	chinese cinnamon oil	RXNorm
8793	C2701825    	chinese elm pollen extract	RXNorm
8794	C3818822    	chinese rhubarb root exract	RXNorm
8795	C3538371    	chinese yam extract	RXNorm
8796	C4033471    	chiococca alba root extract	RXNorm
8797	C3488685    	chionanthus virginicus bark extract	RXNorm
8798	C0301404    	chloral betaine	RXNorm
8799	C3848543    	chlorate ion	RXNorm
8800	C4050545    	chlorella minutissima extract	RXNorm
8801	C3857474    	chlorella pyrenoidosa extract	RXNorm
8802	C3254757    	chlorella vulgaris extract	RXNorm
8803	C3848542    	chlorite ion	RXNorm
8804	C0650224    	chloromethyl methyl ether	RXNorm
8805	C0282849    	chlorophyllin copper complex	RXNorm
8806	C2728194    	chocolate allergenic extract	RXNorm
8807	C4541347    	chocolate hind preparation	RXNorm
8808	C0245742    	cholesteryl chloride	RXNorm
8809	C3834072    	cholesteryl isostearate	RXNorm
8810	C0055559    	cholesteryl nonanoate	RXNorm
8811	C0055561    	cholesteryl oleate	RXNorm
8812	C4058856    	cholesteryl oleyl carbonate	RXNorm
8813	C3255907    	cholesteryl stearate	RXNorm
8814	C0008402    	cholestyramine resin	RXNorm
8815	C3486618    	choline hydroxide	RXNorm
8816	C3833235    	chondrus crispus carrageenan	RXNorm
8817	C3256412    	chondrus crispus extract	RXNorm
8818	C0544348    	chondrus preparation	RXNorm
8819	C2700605    	chromic cation	RXNorm
8820	C0392428    	chromic phosphate p32	RXNorm
8821	C0303208    	chromic sulfate	RXNorm
8822	C0795592    	chromium aspartate	RXNorm
8823	C0795594    	chromium chelated	RXNorm
8824	C1337158    	chromium citrate	RXNorm
8825	C3486548    	chromium gluconate	RXNorm
8826	C0532699    	chromium nicotinic acid complex	RXNorm
8827	C0109669    	chromocarb diethylamine	RXNorm
8828	C0055645    	chromous chloride	RXNorm
8829	C3499505    	chrysanthellum indicum flower oil	RXNorm
8830	C3855258    	chrysanthemin extract	RXNorm
8831	C4535372    	chrysanthemum indicum top extract	RXNorm
8832	C3255910    	chysanthellum indicum top extract	RXNorm
8833	C4019976    	c.i. acid blue 324	RXNorm
8834	C4256809    	cibotium barometz root extract	RXNorm
8835	C3486621    	cichorium intybus flower extract	RXNorm
8836	C3848592    	cichorium intybus whole extract	RXNorm
8837	C0055716    	cicloxilic acid	RXNorm
8838	C3486573    	cicuta virosa root extract	RXNorm
8839	C3668870    	cicuta virosa whole extract	RXNorm
8840	C3488254    	cimex lectularius preparation	RXNorm
8841	C3834096    	cimicifuga simplex root extract	RXNorm
8842	C0937767    	cina artemisia preparation	RXNorm
8843	C0055735    	cinametic acid	RXNorm
8844	C0771571    	cinchona bark extract	RXNorm
8845	C3489011    	cinchona officinalis bark extract	RXNorm
8846	C1165938    	cinchona officinalis preparation	RXNorm
8847	C3853832    	cinchona officinalis whole extract	RXNorm
8848	C3488586    	cinchona pubescens bark extract	RXNorm
8849	C0937610    	cinchona pubescens preparation	RXNorm
8850	C0055754    	cinnamic aldehyde	RXNorm
8851	C3818821    	cinnamomum aromaticum whole extract	RXNorm
8852	C3257503    	cinnamomum camphora leaf extract	RXNorm
8853	C3834084    	cinnamomum camphora resin	RXNorm
8854	C3709596    	cinnamomum camphora whole extract	RXNorm
8855	C4529380    	cinnamomum verum whole extract	RXNorm
8856	C2740768    	cinnamon allergenic extract	RXNorm
8857	C1721515    	cinnamon oil leaf	RXNorm
8858	C0939899    	cinnamon preparation	RXNorm
8859	C4530523    	cissus quadrangularis whole extract	RXNorm
8860	C3892868    	cistanche deserticola stem extract	RXNorm
8861	C3695988    	cistus incanus flowering top extract	RXNorm
8862	C3505483    	cistus incanus whole extract	RXNorm
8863	C3833238    	cistus ladanifer resin	RXNorm
8864	C3651711    	cistus monspeliensis leaf extract	RXNorm
8865	C4224806    	cistus monspeliensis whole extract	RXNorm
8866	C3489053    	citharacanthus spinicrus preparation	RXNorm
8867	C4291339    	citral propylene glycol acetal	RXNorm
8868	C3499506    	citric acid acetate	RXNorm
8869	C0315218    	citrobacter koseri	RXNorm
8870	C3488587    	citrullus colocynthis fruit extract	RXNorm
8871	C4019068    	citrullus colocynthis whole extract	RXNorm
8872	C3255913    	citrus aurantifolia seed oil	RXNorm
8873	C3497575    	citrus aurantiifolia flower extract	RXNorm
8874	C4018130    	citrus aurantiifolia fruit oil	RXNorm
8875	C3488918    	citrus aurantiifolia leaf oil	RXNorm
8876	C3834095    	citrus aurantiifolia whole extract	RXNorm
8877	C3255914    	citrus aurantium flower extract	RXNorm
8878	C3255915    	citrus aurantium flower oil	RXNorm
8879	C3267737    	citrus aurantium fruit extract	RXNorm
8880	C3255916    	citrus aurantium fruit oil	RXNorm
8881	C3255917    	citrus aurantium fruit rind extract	RXNorm
8882	C3255918    	citrus aurantium leafy twig oil	RXNorm
8883	C3486305    	citrus bergamia leaf extract	RXNorm
8884	C3531208    	citrus junos fruit extract	RXNorm
8885	C4059913    	citrus junos fruit rind extract	RXNorm
8886	C3474130    	citrus junos seed extract	RXNorm
8887	C3255920    	citrus limon fruit oil	RXNorm
8888	C3644741    	citrus limon seed oil	RXNorm
8889	C4080259    	citrus limon whole extract	RXNorm
8890	C3855876    	citrus maxima fruit oil	RXNorm
8891	C3255921    	citrus maxima fruit rind extract	RXNorm
8892	C3255922    	citrus maxima fruit rind oil	RXNorm
8893	C3255923    	citrus maxima leaf extract	RXNorm
8894	C3255924    	citrus maxima seed extract	RXNorm
8895	C4293275    	citrus maxima seed oil	RXNorm
8896	C3664992    	citrus medica fruit extract	RXNorm
8897	C3255925    	citrus nobilis extract	RXNorm
8898	C4255167    	citrus nobilis whole extract	RXNorm
8899	C3486525    	citrus paradisi fruit oil	RXNorm
8900	C3662998    	citrus paradisi whole extract	RXNorm
8901	C1615680    	citrus pectin extract	RXNorm
8902	C3255926    	citrus reticulata fruit oil	RXNorm
8903	C3255927    	citrus reticulata leaf oil	RXNorm
8904	C4059931    	citrus reticulata whole extract	RXNorm
8905	C3555532    	citrus sinensis flower extract	RXNorm
8906	C3255928    	citrus sinensis flower oil	RXNorm
8907	C4046689    	citrus sinensis flower wax	RXNorm
8908	C3475109    	citrus sinensis fruit oil	RXNorm
8909	C4293274    	citrus sinensis leaf extract	RXNorm
8910	C4317417    	citrus sinensis seed oil	RXNorm
8911	C3666924    	citrus sinensis whole extract	RXNorm
8912	C3256022    	cladanthus mixtus flower volatile oil	RXNorm
8913	C4033460    	cladanthus mixtus whole extract	RXNorm
8914	C3486288    	cladosiphon okamuranus preparation	RXNorm
8915	C2702400    	cladosporium cladosporioides extract	RXNorm
8916	C1445427    	cladosporium herbarum extract	RXNorm
8917	C1445380    	clam allergenic extract	RXNorm
8918	C1337310    	clary sage extract	RXNorm
8919	C3484593    	claviceps purpurea sclerotium	RXNorm
8920	C4059930    	clematis armandii stem extract	RXNorm
8921	C3505488    	clematis chinensis root extract	RXNorm
8922	C4283507    	clematis hexapetala root extract	RXNorm
8923	C3860108    	clematis hexapetala whole extract	RXNorm
8924	C3486590    	clematis recta flowering top extract	RXNorm
8925	C3486591    	clematis virginiana top	RXNorm
8926	C3486746    	clematis vitalba flower extract	RXNorm
8927	C3256513    	clematis vitalba leaf extract	RXNorm
8928	C3488290    	clematis vitalba top extract	RXNorm
8929	C4255170    	clematis vitalba whole extract	RXNorm
8930	C0012081    	clodronic acid	RXNorm
8931	C0770393    	clorazepic acid	RXNorm
8932	C2740787    	clove allergenic extract	RXNorm
8933	C4476442    	clove leaf extract	RXNorm
8934	C1095904    	clove preparation	RXNorm
8935	C3256514    	clove stem oil	RXNorm
8936	C3256023    	cluster fig extract	RXNorm
8937	C3488926    	cnidium officinale root extract	RXNorm
8938	C3834066    	cnidium officinale root oil	RXNorm
8939	C3555480    	cnidium officinale whole extract	RXNorm
8940	C3256025    	cnidium seed extract	RXNorm
8941	C3883235    	coachwhip stem extract	RXNorm
8942	C2701486    	coast live oak pollen extract	RXNorm
8943	C2701070    	coast maple pollen extract	RXNorm
8944	C2701227    	coast sage pollen extract	RXNorm
8945	C3535665    	cobalt acetate	RXNorm
8946	C0771199    	cobalt gluconate	RXNorm
8947	C2347816    	cobaltous cation	RXNorm
8948	C0056036    	cobaltous chloride	RXNorm
8949	C0056037    	cobaltous nitrate	RXNorm
8950	C2603860    	cocamidopropylamine oxide	RXNorm
8951	C4520079    	cocamidopropyl dimethylamine	RXNorm
8952	C0915913    	cocamidopropyl hydroxysultaine	RXNorm
8953	C3256131    	cocamine oxide	RXNorm
8954	C3855916    	coccidioides immitis spherule	RXNorm
8955	C3889246    	coccinella septempunctata preparation	RXNorm
8956	C3256132    	coccinia grandis fruit extract	RXNorm
8957	C2701564    	cochliobolus sativus extract	RXNorm
8958	C2724903    	cocklebur extract	RXNorm
8959	C2701239    	cocklebur pollen extract	RXNorm
8960	C2722034    	cocoa bean allergenic extract	RXNorm
8961	C0056059    	coco diethanolamide	RXNorm
8962	C3643369    	coco diisopropanolamide	RXNorm
8963	C1614004    	coco glucoside	RXNorm
8964	C3256134    	coco monoethanolamide	RXNorm
8965	C3665093    	coco monoisopropanolamide	RXNorm
8966	C3256136    	coconut acid	RXNorm
8967	C2722035    	coconut allergenic extract	RXNorm
8968	C3531669    	cocos nucifera whole extract	RXNorm
8969	C3535857    	cocoyl glutamate	RXNorm
8970	C3643651    	cocoyl glycinate	RXNorm
8971	C4282491    	cocoyl proline	RXNorm
8972	C3535884    	cocoyl sarcosinate	RXNorm
8973	C2702357    	codfish allergenic extract	RXNorm
8974	C4049973    	codium fragile extract	RXNorm
8975	C3256137    	codium tomentosum extract	RXNorm
8976	C3663103    	codonopsis lanceolata root extract	RXNorm
8977	C3488428    	cod unspecified preparation	RXNorm
8978	C4521465    	coenochloris signiensis extract	RXNorm
8979	C3488588    	coffea arabica fruit extract	RXNorm
8980	C3486526    	coffea arabica seed roasted extract	RXNorm
8981	C2722036    	coffee bean allergenic extract	RXNorm
8982	C2937579    	coffee fruit preparation	RXNorm
8983	C3257766    	cola acuminata seed extract	RXNorm
8984	C0937612    	cola extract	RXNorm
8985	C3256471    	cola nut extract	RXNorm
8986	C3486396    	colchicum autumnale bulb extract	RXNorm
8987	C3818764    	colchicum autumnale flower extract	RXNorm
8988	C3695932    	colchicum autumnale seed extract	RXNorm
8989	C3714586    	colchicum autumnale whole extract	RXNorm
8990	C3256141    	coleus forskohlii root oil	RXNorm
8991	C0795595    	collagen hemostat	RXNorm
8992	C1533391    	collagen hydrolyzed	RXNorm
8993	C3257695    	collagen soluble fish skin	RXNorm
8994	C3488557    	collinsonia canadensis root extract	RXNorm
8995	C2347826    	collinsonia extract	RXNorm
8996	C0301352    	colloid sulfur	RXNorm
8997	C3256142    	colocasia esculenta root extract	RXNorm
8998	C3695943    	colonial bent grass pollen extract	RXNorm
8999	C1365533    	coltsfoot leaf extract	RXNorm
9000	C3864827    	combretum micranthum leaf extract	RXNorm
9001	C3488032    	comfrey leaf extract	RXNorm
9002	C2347832    	comfrey root extract	RXNorm
9003	C3818686    	commiphora africana resin	RXNorm
9004	C3535688    	commiphora madagascariensis resin	RXNorm
9005	C3818820    	commiphora myrrha top extract	RXNorm
9006	C3692844    	commiphora myrrha whole extract	RXNorm
9007	C2741547    	common carp allergenic extract	RXNorm
9008	C4046698    	common chickweed leaf extract	RXNorm
9009	C2746264    	common cocklebur pollen extract	RXNorm
9010	C2723780    	common cockleburr pollen extract	RXNorm
9011	C1440492    	common hazel pollen extract	RXNorm
9012	C2702422    	common paper wasp venom protein	RXNorm
9013	C0981863    	common sagebrush pollen extract	RXNorm
9014	C2702389    	common wasp venom protein	RXNorm
9015	C2731877    	common wormwood pollen extract	RXNorm
9016	C2741435    	concord grape allergenic extract	RXNorm
9017	C4541348    	conium maculatum leaf extract	RXNorm
9018	C0939799    	conium maculatum preparation	RXNorm
9019	C3848600    	conium maculatum root extract	RXNorm
9020	C1166032    	conium preparation	RXNorm
9021	C0781804    	constant albicans extract	RXNorm
9022	C3499443    	convallaria majalis bulb extract	RXNorm
9023	C3486551    	convallaria majalis extract	RXNorm
9024	C1965864    	convolvulus arvensis extract	RXNorm
9025	C3486552    	conyza canadensis extract	RXNorm
9026	C2731457    	cootamundra wattle pollen extract	RXNorm
9027	C3256144    	copaifera officinalis resin	RXNorm
9028	C4535494    	copernicia alba whole extract	RXNorm
9029	C3256143    	copiba oil	RXNorm
9030	C0009979    	copper edta	RXNorm
9031	C0009975    	copper gluconate	RXNorm
9032	C3555494    	coptis chinensis root extract	RXNorm
9033	C3256146    	coptis japonica root extract	RXNorm
9034	C3256147    	corallina officinalis extract	RXNorm
9035	C4551126    	corallium rubrum whole extract	RXNorm
9036	C4271496    	corchorus olitorius leaf extract	RXNorm
9037	C3695987    	cordia sebestena flower extract	RXNorm
9038	C0937613    	cordyceps sinensis preparation	RXNorm
9039	C1119920    	coriander extract	RXNorm
9040	C3715210    	coriandrum sativum whole extract	RXNorm
9041	C4477941    	coriaria ruscifolia fruit extract	RXNorm
9042	C4476395    	corkwood tree leaf extract	RXNorm
9043	C0981864    	corn allergenic extract	RXNorm
9044	C3667867    	corn cob extract	RXNorm
9045	C3256603    	corn grain extract	RXNorm
9046	C2701231    	corn pollen extract	RXNorm
9047	C0937769    	corn silk preparation	RXNorm
9048	C0982005    	corn smut allergenic extract	RXNorm
9049	C4475926    	cornus alba whole extract	RXNorm
9050	C4294493    	cornus florida bark extract	RXNorm
9051	C3256149    	cornus officinalis fruit extract	RXNorm
9052	C4256800    	cornus officinalis whole extract	RXNorm
9053	C4026714    	corydalis alpigena whole extract	RXNorm
9054	C3555491    	corydalis ambigua tuber extract	RXNorm
9055	C3855140    	corydalis bungeana whole extract	RXNorm
9056	C3664995    	corydalis decumbens root extract	RXNorm
9057	C3488936    	corydalis yanhusuo tuber extract	RXNorm
9058	C3892870    	corylus americana nut oil	RXNorm
9059	C3256151    	corymbia citriodora leaf oil	RXNorm
9060	C2727825    	cotton allergenic extract	RXNorm
9061	C2701580    	cotton fiber allergenic extract	RXNorm
